f7164371-d0d6-494d-ad4d-3f988b815ffe,DOG_WALKING
83387d1b-d0b6-4ef5-9272-3c406b41e487,DOG_WALKING
04b399e1-b66b-4c4d-8fcf-6e65cb7804d9,DOG_WALKING
04b399e1-b66b-4c4d-8fcf-6e65cb7804d9,COOKING
04b399e1-b66b-4c4d-8fcf-6e65cb7804d9,IKEA_ASSEMBLY
e7636f4e-1255-11ed-861d-0242ac120002,SHOPPING
e7636f4e-1255-11ed-861d-0242ac120003,WAIT_IN_LINE
e7636f4e-1255-11ed-861d-0242ac120003,GARDENING
e7636f4e-1255-11ed-861d-0242ac120006,GET_KIDS_FROM_SCHOOL
e7636f4e-1255-11ed-861d-0242ac120008,DOG_SITTING
e7636f4e-1255-11ed-861d-0242ac120009,BABY_SITTING
9f70d683-1cfa-49c2-958f-82f409435bd4,SHOPPING
